Area,Year,Food Inflation Rate,Raw GDP,GDP Growth Rate,Item,Item Price Per Tonne,Overall Inflation Rate
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Almonds, in shell",2206.4,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Apples,329.3,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Apricots,715.6,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Barley,145.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Beans, dry",1076.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Cabbages,185.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Cantaloupes and other melons,389.8,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Carrots and turnips,231.1,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Cauliflowers and broccoli,588.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Cherries,2387.0,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",476.0,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Cucumbers and gherkins,639.1,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",211.4,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Figs,2273.3,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Grapes,787.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Green garlic,3012.0,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Hazelnuts, in shell",3195.8,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Hen eggs in shell, fresh",1780.8,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Horse meat, fresh or chilled (biological)",2143.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Leeks and other alliaceous vegetables,687.6,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Lemons and limes,1105.4,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Lettuce and chicory,597.7,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Maize (corn),131.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of cattle with the bone, fresh or chilled (biological)",2162.7,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of chickens, fresh or chilled (biological)",1064.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of ducks, fresh or chilled (biological)",2461.3,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of goat, fresh or chilled (biological)",3199.4,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of pig with the bone, fresh or chilled (biological)",1327.7,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of rabbits and hares, fresh or chilled (biological)",2350.6,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of sheep, fresh or chilled (biological)",3109.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Meat of turkeys, fresh or chilled (biological)",1223.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Mushrooms and truffles,2452.6,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Natural honey,3614.2,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Oats,137.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Olives,938.6,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Onions and shallots, dry (excluding dehydrated)",211.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Onions and shallots, green",1156.7,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Oranges,477.6,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Other beans, green",1620.2,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Peaches and nectarines,677.4,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Pears,505.0,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Peas, dry",293.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Peas, green",358.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Plums and sloes,315.7,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Potatoes,200.4,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Rape or colza seed,349.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Raw milk of cattle,329.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Raw milk of goats,659.8,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Raw milk of sheep,1481.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Rye,131.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Sour cherries,364.7,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Soya beans,341.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Strawberries,1959.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Sugar beet,38.5,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Sunflower seed,324.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Tangerines, mandarins, clementines",254.6,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Tomatoes,510.7,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Triticale,135.3,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Unmanufactured tobacco,1292.3,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,"Walnuts, in shell",2149.2,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Watermelons,183.9,-0.6
Croatia,2016,-0.46884891666666667,52519.504076,4.294408,Wheat,135.0,-0.6
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Apples,364.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Apricots,862.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Barley,151.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Beans, dry",1231.6,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Cabbages,213.6,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Cantaloupes and other melons,407.8,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Carrots and turnips,233.4,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Cauliflowers and broccoli,562.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Cherries,1681.8,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",425.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Cucumbers and gherkins,642.4,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",236.2,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Figs,2110.7,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Grapes,794.7,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Green garlic,3319.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Hazelnuts, in shell",2870.0,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Hen eggs in shell, fresh",1897.9,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Horse meat, fresh or chilled (biological)",2300.2,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Leeks and other alliaceous vegetables,708.7,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Lemons and limes,861.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Lettuce and chicory,845.4,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Maize (corn),154.3,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of cattle with the bone, fresh or chilled (biological)",2260.3,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of chickens, fresh or chilled (biological)",1088.1,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of ducks, fresh or chilled (biological)",2435.2,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of goat, fresh or chilled (biological)",3008.8,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of pig with the bone, fresh or chilled (biological)",1485.6,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of rabbits and hares, fresh or chilled (biological)",2429.4,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of sheep, fresh or chilled (biological)",3026.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Meat of turkeys, fresh or chilled (biological)",1257.2,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Mushrooms and truffles,2487.3,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Natural honey,3800.8,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Oats,131.1,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Olives,1207.8,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Onions and shallots, dry (excluding dehydrated)",201.6,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Onions and shallots, green",1357.2,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Oranges,393.9,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Other beans, green",1057.3,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Peaches and nectarines,661.9,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Pears,669.6,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Peas, dry",296.3,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Peas, green",356.1,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Plums and sloes,453.5,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Potatoes,194.6,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Rape or colza seed,360.8,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Raw milk of cattle,356.7,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Raw milk of goats,676.8,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Raw milk of sheep,1517.0,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Rye,167.2,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Sour cherries,400.9,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Soya beans,403.9,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Strawberries,2325.6,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Sugar beet,41.7,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Sunflower seed,333.1,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Tangerines, mandarins, clementines",523.1,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Tomatoes,441.0,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Triticale,144.7,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Unmanufactured tobacco,1812.7,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,"Walnuts, in shell",2335.0,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Watermelons,172.3,1.3
Croatia,2017,2.9142507500000003,56448.881388,7.481748,Wheat,156.5,1.3
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Apples,264.7,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Apricots,1525.7,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Barley,176.0,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Beans, dry",1341.7,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Cabbages,278.0,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Cantaloupes and other melons,351.9,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Carrots and turnips,453.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Cauliflowers and broccoli,658.8,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Cherries,2045.8,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",530.1,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Cucumbers and gherkins,565.6,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",217.6,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Figs,1975.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Grapes,786.0,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Green garlic,3305.9,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Hazelnuts, in shell",2547.6,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Hen eggs in shell, fresh",1877.1,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Horse meat, fresh or chilled (biological)",2523.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Leeks and other alliaceous vegetables,659.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Lemons and limes,1324.9,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Lettuce and chicory,767.1,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Maize (corn),152.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Meat of cattle with the bone, fresh or chilled (biological)",2386.6,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Meat of chickens, fresh or chilled (biological)",1132.8,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Meat of ducks, fresh or chilled (biological)",2543.0,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Meat of goat, fresh or chilled (biological)",3669.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Meat of pig with the bone, fresh or chilled (biological)",1376.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Meat of sheep, fresh or chilled (biological)",3157.1,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Mushrooms and truffles,2614.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Natural honey,3742.5,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Oats,144.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Onions and shallots, dry (excluding dehydrated)",196.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Onions and shallots, green",1308.3,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Oranges,508.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Other beans, green",864.1,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Peaches and nectarines,781.8,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Pears,358.5,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Peas, green",347.3,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Plums and sloes,487.8,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Potatoes,238.0,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Rape or colza seed,368.1,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Raw milk of cattle,389.8,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Raw milk of goats,739.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Raw milk of sheep,1561.3,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Rye,177.6,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Sour cherries,505.5,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Soya beans,358.4,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Strawberries,2101.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Sugar beet,32.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Sunflower seed,296.8,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Tangerines, mandarins, clementines",321.2,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Tomatoes,348.7,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Triticale,154.5,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Unmanufactured tobacco,2099.5,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,"Walnuts, in shell",2416.7,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Watermelons,186.5,1.6
Croatia,2018,0.9930450833333334,62470.101414,10.666677,Wheat,172.6,1.6
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Apples,285.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Apricots,820.0,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Barley,164.6,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Beans, dry",1153.6,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Cabbages,312.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Cantaloupes and other melons,479.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Carrots and turnips,472.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Cauliflowers and broccoli,664.1,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Cherries,2203.1,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",620.0,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Cucumbers and gherkins,635.7,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",225.1,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Figs,2508.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Grapes,815.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Green garlic,3346.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Hazelnuts, in shell",2760.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Hen eggs in shell, fresh",1635.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Horse meat, fresh or chilled (biological)",2669.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Leeks and other alliaceous vegetables,880.8,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Lemons and limes,1490.0,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Lettuce and chicory,919.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Maize (corn),134.3,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of cattle with the bone, fresh or chilled (biological)",2260.1,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of chickens, fresh or chilled (biological)",1069.6,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of ducks, fresh or chilled (biological)",2429.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of geese, fresh or chilled (biological)",3970.1,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of goat, fresh or chilled (biological)",3366.6,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of pig with the bone, fresh or chilled (biological)",1488.1,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of rabbits and hares, fresh or chilled (biological)",2423.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of sheep, fresh or chilled (biological)",3198.7,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Meat of turkeys, fresh or chilled (biological)",1257.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Mushrooms and truffles,2557.3,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Natural honey,3752.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Oats,142.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Olives,1185.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Onions and shallots, dry (excluding dehydrated)",367.0,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Onions and shallots, green",1407.6,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Oranges,863.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Other beans, green",1963.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Peaches and nectarines,843.3,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Pears,623.8,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Peas, green",330.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Plums and sloes,430.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Potatoes,258.3,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Rape or colza seed,363.3,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Raw milk of cattle,375.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Raw milk of goats,696.0,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Raw milk of sheep,1559.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Rye,169.3,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Sour cherries,410.2,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Soya beans,328.5,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Strawberries,2354.1,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Sugar beet,30.8,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Sunflower seed,289.6,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Tangerines, mandarins, clementines",349.4,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Tomatoes,456.7,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Triticale,144.6,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Unmanufactured tobacco,2058.8,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,"Walnuts, in shell",2046.9,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Watermelons,241.3,0.8
Croatia,2019,-0.11659333333333333,62471.358758,0.002012,Wheat,167.8,0.8
Croatia,2020,1.93326475,57606.772554,-7.786907,Apples,485.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Apricots,1459.3,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Barley,161.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Beans, dry",2286.3,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Cabbages,230.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Cantaloupes and other melons,556.3,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Carrots and turnips,400.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Cauliflowers and broccoli,824.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Cherries,2500.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",618.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Cucumbers and gherkins,530.1,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",209.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Figs,2785.2,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Grapes,724.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Green garlic,3747.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Hazelnuts, in shell",3025.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Hen eggs in shell, fresh",1670.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Horse meat, fresh or chilled (biological)",2833.0,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Leeks and other alliaceous vegetables,828.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Lemons and limes,1309.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Lettuce and chicory,801.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Maize (corn),146.3,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of cattle with the bone, fresh or chilled (biological)",2207.3,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of chickens, fresh or chilled (biological)",1099.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of ducks, fresh or chilled (biological)",2434.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of geese, fresh or chilled (biological)",3326.2,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of goat, fresh or chilled (biological)",3330.2,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of pig with the bone, fresh or chilled (biological)",1461.9,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of rabbits and hares, fresh or chilled (biological)",2419.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of sheep, fresh or chilled (biological)",3212.9,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Meat of turkeys, fresh or chilled (biological)",1261.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Mushrooms and truffles,2638.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Natural honey,3619.8,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Oats,139.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Olives,1141.2,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Onions and shallots, dry (excluding dehydrated)",254.9,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Onions and shallots, green",1427.6,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Oranges,835.8,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Other beans, green",1949.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Peaches and nectarines,1116.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Pears,612.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,"Peas, green",296.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Plums and sloes,507.8,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Potatoes,219.8,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Rape or colza seed,391.1,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Raw milk of cattle,383.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Raw milk of goats,689.5,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Raw milk of sheep,1559.9,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Rye,155.4,0.0
Croatia,2020,1.93326475,57606.772554,-7.786907,Sour cherries,463.5,0.0
