Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","2339.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","2545.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","2722.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2050.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2602.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1912.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1950.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","1948.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","2149.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2147.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1690.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","3483.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","3195.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","3114.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2723.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1894.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2173.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2715.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","2366.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","2379.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2443.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","2373.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2012","2012","7021","Annual value","USD","5017.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2013","2013","7021","Annual value","USD","4023.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2014","2014","7021","Annual value","USD","4477.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2015","2015","7021","Annual value","USD","4075.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2016","2016","7021","Annual value","USD","4264.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2017","2017","7021","Annual value","USD","4220.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2018","2018","7021","Annual value","USD","4675.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2019","2019","7021","Annual value","USD","4379.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2020","2020","7021","Annual value","USD","4356.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2021","2021","7021","Annual value","USD","4839.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2022","2022","7021","Annual value","USD","5053.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2012","2012","7021","Annual value","USD","294","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2013","2013","7021","Annual value","USD","371.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2014","2014","7021","Annual value","USD","327.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2015","2015","7021","Annual value","USD","220.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2016","2016","7021","Annual value","USD","259.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2017","2017","7021","Annual value","USD","242.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2018","2018","7021","Annual value","USD","256.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2019","2019","7021","Annual value","USD","267.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2020","2020","7021","Annual value","USD","302.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2021","2021","7021","Annual value","USD","235.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0117","Oats","2022","2022","7021","Annual value","USD","233.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","7021","Annual value","USD","218.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","7021","Annual value","USD","252.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","7021","Annual value","USD","271.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","7021","Annual value","USD","204","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","7021","Annual value","USD","147.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","7021","Annual value","USD","117.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","7021","Annual value","USD","205.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","7021","Annual value","USD","440.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","7021","Annual value","USD","193.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","279.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","7021","Annual value","USD","239","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2018","2018","7021","Annual value","USD","586.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2019","2019","7021","Annual value","USD","637","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2020","2020","7021","Annual value","USD","624.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2021","2021","7021","Annual value","USD","670.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2022","2022","7021","Annual value","USD","375.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2012","2012","7021","Annual value","USD","443.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2013","2013","7021","Annual value","USD","584.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2014","2014","7021","Annual value","USD","681.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2015","2015","7021","Annual value","USD","448.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2016","2016","7021","Annual value","USD","508","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2017","2017","7021","Annual value","USD","423.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2018","2018","7021","Annual value","USD","557.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2019","2019","7021","Annual value","USD","478.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2020","2020","7021","Annual value","USD","547.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2021","2021","7021","Annual value","USD","590.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2022","2022","7021","Annual value","USD","717.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2013","2013","7021","Annual value","USD","607","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2015","2015","7021","Annual value","USD","540.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2016","2016","7021","Annual value","USD","541.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2017","2017","7021","Annual value","USD","743.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2018","2018","7021","Annual value","USD","674.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2019","2019","7021","Annual value","USD","770.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2020","2020","7021","Annual value","USD","774.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2021","2021","7021","Annual value","USD","767.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01342.01","Pears","2022","2022","7021","Annual value","USD","563.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01705","Peas, dry","2012","2012","7021","Annual value","USD","745.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01705","Peas, dry","2014","2014","7021","Annual value","USD","861.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01242","Peas, green","2018","2018","7021","Annual value","USD","472.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01242","Peas, green","2019","2019","7021","Annual value","USD","399.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01242","Peas, green","2020","2020","7021","Annual value","USD","279.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2012","2012","7021","Annual value","USD","365.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2013","2013","7021","Annual value","USD","262.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2014","2014","7021","Annual value","USD","319.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2015","2015","7021","Annual value","USD","269.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2016","2016","7021","Annual value","USD","266.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2017","2017","7021","Annual value","USD","378.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2018","2018","7021","Annual value","USD","264.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2019","2019","7021","Annual value","USD","322.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2020","2020","7021","Annual value","USD","327.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2021","2021","7021","Annual value","USD","445.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2022","2022","7021","Annual value","USD","324.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2012","2012","7021","Annual value","USD","230.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2013","2013","7021","Annual value","USD","695.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2014","2014","7021","Annual value","USD","308.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","279.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","259","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","339.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","274.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2019","2019","7021","Annual value","USD","283.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2020","2020","7021","Annual value","USD","340.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","313","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2022","2022","7021","Annual value","USD","546.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2012","2012","7021","Annual value","USD","476","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2013","2013","7021","Annual value","USD","499.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2014","2014","7021","Annual value","USD","504.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2015","2015","7021","Annual value","USD","356.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2016","2016","7021","Annual value","USD","569.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2017","2017","7021","Annual value","USD","378.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2018","2018","7021","Annual value","USD","398.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2019","2019","7021","Annual value","USD","364","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2020","2020","7021","Annual value","USD","407.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2021","2021","7021","Annual value","USD","483.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2022","2022","7021","Annual value","USD","370.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2012","2012","7021","Annual value","USD","410.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2013","2013","7021","Annual value","USD","447.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2014","2014","7021","Annual value","USD","439.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2015","2015","7021","Annual value","USD","346.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2016","2016","7021","Annual value","USD","320.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2017","2017","7021","Annual value","USD","325.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2018","2018","7021","Annual value","USD","376.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2019","2019","7021","Annual value","USD","359.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2020","2020","7021","Annual value","USD","367.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","382.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2022","2022","7021","Annual value","USD","426.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2012","2012","7021","Annual value","USD","355.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2013","2013","7021","Annual value","USD","372.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2014","2014","7021","Annual value","USD","428.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2015","2015","7021","Annual value","USD","335","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2016","2016","7021","Annual value","USD","330.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2017","2017","7021","Annual value","USD","330.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2018","2018","7021","Annual value","USD","350.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2019","2019","7021","Annual value","USD","350.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2020","2020","7021","Annual value","USD","362.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2021","2021","7021","Annual value","USD","384.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2022","2022","7021","Annual value","USD","426.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2012","2012","7021","Annual value","USD","663.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2013","2013","7021","Annual value","USD","703.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2014","2014","7021","Annual value","USD","692.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2015","2015","7021","Annual value","USD","579.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2016","2016","7021","Annual value","USD","622","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2017","2017","7021","Annual value","USD","617.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2018","2018","7021","Annual value","USD","656.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2019","2019","7021","Annual value","USD","635.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2020","2020","7021","Annual value","USD","696.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2021","2021","7021","Annual value","USD","736.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2022","2022","7021","Annual value","USD","631.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2012","2012","7021","Annual value","USD","377.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2013","2013","7021","Annual value","USD","377.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2014","2014","7021","Annual value","USD","471.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2015","2015","7021","Annual value","USD","417.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2016","2016","7021","Annual value","USD","298.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2017","2017","7021","Annual value","USD","317.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2018","2018","7021","Annual value","USD","330.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2019","2019","7021","Annual value","USD","327.5","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2020","2020","7021","Annual value","USD","345.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","353.4","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0113","Rice","2022","2022","7021","Annual value","USD","310.7","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2014","2014","7021","Annual value","USD","234.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2015","2015","7021","Annual value","USD","215.2","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2016","2016","7021","Annual value","USD","168.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2017","2017","7021","Annual value","USD","148.9","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2018","2018","7021","Annual value","USD","200","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2019","2019","7021","Annual value","USD","205","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2020","2020","7021","Annual value","USD","214.8","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2021","2021","7021","Annual value","USD","191.3","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","0116","Rye","2022","2022","7021","Annual value","USD","209.6","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2012","2012","7021","Annual value","USD","856.1","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2013","2013","7021","Annual value","USD","819","A","Official figure"
"PP","Producer Prices","807","North Macedonia","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2015","2015","7021","Annual value","USD","690.3","A","Official figure"
