Area,Year,Food Inflation Rate,Raw GDP,GDP Growth Rate,Overall Inflation Rate,Import Rate,Export Rate,Unemployment Rate
Denmark,2013,0.43455075000000004,343584.391648,5.023842,0.5,1.45831773589096,1.38962440104031,7.384
Denmark,2014,-0.8664941666666666,352993.631618,2.738552,0.4,4.06759757429846,3.01928719656838,6.925
Denmark,2015,1.03582075,302673.070847,-14.255374,0.2,4.06298434306973,3.23225705275851,6.278
Denmark,2016,0.10123458333333334,313115.929314,3.45021,0.0,4.28601244180572,3.66175325182229,5.989
Denmark,2017,2.804291166666667,332121.063806,6.069679,1.1,4.32235693752574,4.80574466596913,5.833
Denmark,2018,0.05025341666666668,356841.21641,7.443114,0.7,5.70522923058164,3.4041158338494,5.131
Denmark,2019,1.3922165,346498.737962,-2.898342,0.7,3.05333835154407,4.41706305963147,5.018
Denmark,2020,0.6389550833333334,354762.748339,2.385004,0.3,-3.9537429824868,-6.35977223572377,5.637
Denmark,2021,0.5815975,405687.998853,14.354734,1.9,9.49292153995545,8.81452960621105,5.043
Denmark,2022,11.483987416666666,400167.196949,-1.36085,8.5,4.38079765289056,7.1903033952218,4.434
Estonia,2012,3.8405570833333336,23020.466785,-0.703727,4.2,9.68814978625896,4.82627134978398,10.021
Estonia,2013,4.164388916666667,25108.615092,9.070833,3.2,2.44597762348933,2.80031737998212,8.631
Estonia,2014,0.027230083333333308,26598.657881,5.934388,0.5,2.61313082954931,2.6404130832827,7.352
Estonia,2015,-0.5350425,22881.558192,-13.974765,0.1,-2.13805858880407,-1.50582805716188,6.412
Estonia,2016,0.04611191666666666,24056.487771,5.134832,0.8,6.05835127684607,4.82569266228093,6.882
Estonia,2017,5.7197207500000005,26924.385103,11.921513,3.7,3.52012739350482,4.83204575814213,5.807
Estonia,2018,3.033735416666667,30624.720196,13.743433,3.4,6.4857975236708,2.89587457613816,5.412
Estonia,2019,3.029178,31081.901909,1.492851,2.3,3.67238844834536,5.03448669825302,4.514
Estonia,2020,2.1425381666666667,31370.395573,0.928172,-0.6,0.839436477169912,-4.11714011609945,6.956
Estonia,2021,1.8518688333333333,37191.166152,18.554979,4.5,22.7206993495181,22.1251817128583,6.178
Estonia,2022,19.818439583333333,38049.054525,2.306699,19.4,5.04204797513201,5.0417914329018,5.571
Finland,2012,5.15957975,258304.834622,-6.154133,3.2,1.12529211615441,0.236262140778749,7.689
Finland,2013,5.348543500000001,271285.280621,5.025243,2.2,0.127934606793616,1.16263748252392,8.193
Finland,2014,0.16192525,274497.230803,1.183975,1.2,-0.899725026291421,-1.79197898946147,8.663
Finland,2015,-1.869569,234440.080998,-14.592916,-0.2,2.1354320877094,0.243911559216727,9.376
Finland,2016,-1.1410175,240607.90701,2.630875,0.4,5.65826748606109,4.18694355804092,8.818
Finland,2017,-0.9126086666666667,255647.979916,6.250863,0.8,4.33597638941295,9.02768014618975,8.64
Finland,2018,1.9338005833333334,275708.001768,7.846735,1.2,5.83169345410212,1.71362375232719,7.361
Finland,2019,1.2134725833333333,268514.916973,-2.608951,1.1,2.37477945214759,6.8471872293691,6.695
Finland,2020,1.6641602500000001,271886.077382,1.255483,0.4,-6.12015670422691,-8.50108268445891,7.759
Finland,2021,0.57063575,296776.746826,9.154815,2.1,6.99526279269426,5.98323832441652,7.617
Finland,2022,10.497343833333334,282511.948123,-4.806576,7.2,9.25830464274917,4.43262224716906,6.719
France,2012,2.894216416666667,2683825.225093,-6.206139,2.2,0.330961831986826,2.64023274027012,9.841
France,2013,1.1527934166666667,2811077.725704,4.74146,1.0,2.74594428645294,2.60217335706534,9.913
France,2014,-0.83551975,2852165.76063,1.461647,0.6,4.26436616934076,2.74335225556877,10.273
France,2015,0.40420341666666665,2438207.896252,-14.513809,0.1,5.81940816310831,4.52537693872637,10.354
France,2016,0.5549391666666667,2471285.607082,1.35664,0.3,3.80056393340557,2.11205110339992,10.057
France,2017,1.0885883333333333,2595151.045198,5.012186,1.2,4.45376285349295,4.40647253917609,9.409
France,2018,1.9665671666666666,2790956.878747,7.545065,2.1,3.16058294939539,3.76728351267852,9.018
France,2019,2.4511853333333335,2728870.246706,-2.224565,1.3,1.93612581644666,2.07844648104829,8.415
France,2020,2.0256748333333334,2647418.691598,-2.984809,0.5,-12.2379249320294,-16.5720107719702,8.009
France,2021,0.6192115,2959355.819171,11.782689,2.1,8.26365391965132,11.3257253805046,7.874
France,2022,7.270286916666667,2775316.950606,-6.218883,5.9,8.80768859323764,8.22625735466116,7.308
Germany,2012,3.405025,3527344.94414,-5.797008,2.2,-0.404810422889042,2.58093758762068,5.372
Germany,2013,3.8611434166666663,3732743.446219,5.823034,1.6,1.76927679477679,0.474508250694839,5.316
Germany,2014,1.0423080833333334,3883920.155292,4.050016,0.8,3.46528849221907,4.3492590859109,4.979
Germany,2015,0.5985079166666667,3356235.70412,-13.586388,0.7,5.33605872109813,4.87317089783468,4.612
Germany,2016,0.8097311666666668,3467498.002104,3.315091,0.4,3.74003021914098,1.98715432273599,4.104
Germany,2017,2.7624968333333335,3690849.152518,6.441276,1.7,4.04155772902564,4.10352294453935,3.781
Germany,2018,2.29096775,3974443.35502,7.683711,1.9,4.99300979826427,2.48605696713213,3.384
Germany,2019,1.2042591666666667,3889177.589255,-2.145352,1.4,3.50960675270022,1.90001825513049,3.163
Germany,2020,2.1456448333333333,3887727.161914,-0.037294,0.4,-8.11357187149889,-9.48587965172655,3.881
Germany,2021,3.110361166666667,4278503.93469,10.051548,3.2,8.98000003428174,9.97999982237855,3.594
Germany,2022,12.533606749999999,4076923.618912,-4.711468,8.7,6.99210845284691,3.05510114771334,3.12
Greece,2012,1.5121654166666667,242043.155254,-14.359088,1.0,-5.49236178796176,2.03929646800631,24.731
Greece,2013,0.0022007500000000013,238839.792883,-1.323468,-0.9,-3.6096614448399,1.75550215260746,27.686
Greece,2014,-1.6766802500000002,235144.956104,-1.546994,-1.4,6.83721788485747,8.27884136993387,26.708
Greece,2015,1.8106456666666666,195604.861154,-16.815201,-1.1,8.17709731649438,5.23373515048466,24.981
Greece,2016,-0.20944691666666668,193017.042817,-1.322983,0.0,2.12984327298943,-0.395022732358598,23.514
Greece,2017,0.32035549999999996,199844.41844,3.537187,1.1,7.14852252265689,8.40511214669321,21.413
Greece,2018,0.40752016666666663,212049.459052,6.107271,0.8,8.25082755237932,9.23379089398541,19.179
Greece,2019,-0.104612,205252.770965,-3.205238,0.5,2.81981971742395,4.84015271814187,17.045
Greece,2020,1.36331,188480.337286,-8.1716,-1.3,-7.29548958850907,-21.5180563035904,15.899
Greece,2021,1.3678955000000002,214667.807441,13.894006,0.6,17.3732178167258,24.3717867213665,14.656
Greece,2022,11.746972833333333,217285.748966,1.219531,9.3,10.9643889159095,6.60696826090881,12.426
Hungary,2012,5.9887863333333335,128814.279315,-9.248821,5.7,-3.09276430281329,-1.70149658356102,11.003
Hungary,2013,2.6508945833333333,135684.315698,5.333287,1.7,4.15211875681098,4.07872345018477,10.177
Hungary,2014,-0.7938259166666667,141033.843266,3.942627,0.0,10.8882845969406,9.20207756769568,7.725
Hungary,2015,0.5574765,125174.166987,-11.245299,0.1,5.6712098098135,7.36277208359573,6.813
Hungary,2016,0.30706933333333336,128609.82275,2.7447,0.4,3.44619905586461,3.80221970077218,5.115
Hungary,2017,2.625489583333333,143112.19604,11.276256,2.4,8.41891185869261,6.47972932756515,4.156
Hungary,2018,4.022812333333333,160565.642984,12.195639,2.9,6.98382483900382,4.9904927550598,3.708
Hungary,2019,5.106915,164020.460332,2.151654,3.4,8.1863588375347,5.45703985365169,3.419
Hungary,2020,7.255009583333333,157227.094449,-4.14178,3.4,-3.88595315730865,-6.14189449546757,4.25
Hungary,2021,3.4575636666666667,182090.041757,15.813398,5.2,7.36365749362773,8.27219282441023,4.045
Hungary,2022,27.565409166666665,177337.436677,-2.610031,15.3,10.7215687066166,10.659838450726,3.609
Iceland,2012,6.0965576666666665,14751.508134,-3.088467,6.0,4.60371073975749,3.59810929017792,6.0
Iceland,2013,5.102720416666666,16125.060515,9.311267,4.1,0.105862029284481,6.80481012536897,5.376
Iceland,2014,0.5158445833333333,17867.662178,10.806791,1.0,10.0202775121112,3.8886644805856,4.897
Iceland,2015,2.84246875,17517.210519,-1.961374,0.3,13.5418964667844,8.94779484867129,3.979
Iceland,2016,1.326299,20793.168031,18.701365,0.8,14.6029663401965,10.9512643372162,2.978
Iceland,2017,-2.41054275,24728.285177,18.925048,-1.7,11.8305898737312,5.07969667914701,2.742
Iceland,2018,2.496901,26260.850582,6.197621,0.7,-0.907562934775044,0.422232511817057,2.704
Iceland,2019,3.8156313333333336,24681.343649,-6.014684,2.0,-9.08832231667024,-5.34923456229886,3.507
Iceland,2020,4.902856583333333,21565.767851,-12.623202,1.2,-20.6353742081164,-30.6876614553334,5.478
Iceland,2021,3.557152,25595.94017,18.687822,3.7,20.5442851264881,14.7635164787262,6.029
Iceland,2022,7.222750333333334,28064.529851,9.644457,5.7,20.1492448926872,22.1215990671617,3.789
Ireland,2012,0.5662574166666666,225131.596459,-5.746545,1.9,-1.01492653843532,-0.822203010534196,15.451
Ireland,2013,1.0613844166666666,238044.800251,5.735846,0.5,2.89707723516872,5.85430854638122,13.735
Ireland,2014,-2.2444309166666665,259336.47983,8.9444,0.3,14.9061114076366,14.9214207529198,11.858
Ireland,2015,-2.1331001666666665,292246.67331,12.690151,0.0,34.282468753939,41.0219478252143,9.908
Ireland,2016,-1.3350829166666667,298356.592195,2.090671,-0.2,16.8011437973107,4.4223319513244,8.374
Ireland,2017,-2.0702011666666666,337241.812451,13.033135,0.3,5.23040836101332,12.150612936879,6.713
Ireland,2018,-2.02543775,386693.359055,14.663527,0.7,-1.62151493193586,5.38125816485915,5.741
Ireland,2019,-0.6657775,398933.010007,3.165208,0.9,40.6245815110402,10.4808517538025,4.95
Ireland,2020,-1.4110118333333332,428608.68783,7.438762,-0.5,0.0170720152997887,13.8089774299118,5.623
Ireland,2021,-0.247417,513391.778883,19.781001,2.4,-8.74754674174399,14.0646815870258,6.364
Ireland,2022,6.885271666666667,532415.762408,3.705548,8.1,16.0497073536515,13.4940311642314,4.501
Italy,2012,2.5300580833333335,2087077.032435,-8.940437,3.3,-8.16061116786109,1.83302011782143,10.655
Italy,2013,2.3669866666666666,2141315.327318,2.598768,1.2,-2.69533401447968,0.247798194830565,12.149
Italy,2014,0.11821508333333335,2159133.919744,0.832133,0.2,3.61331845119837,2.5405111041124,12.683
Italy,2015,1.0924413333333334,1835899.23732,-14.970572,0.1,6.32357907628361,3.98565683154179,11.896
Italy,2016,0.19412675,1875797.463584,2.173225,-0.1,3.92603643168576,2.33805004552821,11.688
Italy,2017,1.8801685833333333,1961796.197354,4.584649,1.3,5.81635424487101,5.36754514150547,11.211
Italy,2018,1.2306518333333334,2091932.426267,6.633524,1.2,2.96301421719517,2.1295915598849,10.61
Italy,2019,0.7669153333333334,2011302.198827,-3.854342,0.6,-1.12535620147121,1.22605710007345,9.951
Italy,2020,1.401002,1897461.635592,-5.660043,-0.1,-12.4805686437407,-13.7093790297645,9.164
Italy,2021,0.5813208333333334,2155360.298998,13.591772,1.9,15.9513155276099,14.0855222948471,9.497
Italy,2022,9.1272115,2046952.679267,-5.029676,8.7,12.8807757054004,9.87202560949538,8.069
Latvia,2012,2.319194083333333,28175.715971,1.673869,2.3,5.21857465687611,9.48502020935815,15.047
Latvia,2013,1.31096425,30200.881938,7.187629,0.0,-0.127348967668667,0.659294478650494,11.867
Latvia,2014,-0.26891225,31345.148671,3.788852,0.7,2.99891912028245,6.56065275841704,10.846
Latvia,2015,-1.2574016666666668,27252.128627,-13.057906,0.2,1.01335763139392,3.05524396623076,9.873
Latvia,2016,1.0787288333333334,28064.533352,2.981068,0.1,4.1897021509927,3.89264631963555,9.643
Latvia,2017,5.5984765,30483.806018,8.620391,2.9,8.56351532525717,6.4554249972423,8.715
Latvia,2018,0.5800668333333333,34429.023435,12.94201,2.6,6.32887040044814,4.36305693258801,7.412
Latvia,2019,2.9172588333333334,34225.547537,-0.591002,2.7,2.0274606037332,-0.57016848392081,6.312
Latvia,2020,2.4010515,34390.910339,0.483156,0.1,-1.12277830433685,-0.297624800226373,8.098
Latvia,2021,2.2540888333333333,39443.126174,14.690555,3.2,15.1399510079673,9.09254440454899,7.513
Latvia,2022,21.535991666666664,40876.42552,3.633838,17.2,9.91278558676876,11.4199534118506,6.815
Lithuania,2012,3.0654730000000003,42943.442158,-1.46575,3.2,5.16969908577607,10.8475302526645,13.365
Lithuania,2013,1.6684728333333334,46514.471182,8.315656,1.2,5.81138755134216,7.26975657268045,11.77
Lithuania,2014,0.7685318333333333,48574.531942,4.428859,0.2,-1.81078812697501,-1.82267322645454,10.698
Lithuania,2015,-0.8609206666666668,41418.872976,-14.731298,-0.7,9.50237550619582,2.42251174032285,9.12
Lithuania,2016,1.2362125833333333,43018.087238,3.861076,0.7,4.04429160546367,4.92767799771097,7.862
Lithuania,2017,3.566523833333333,47758.736932,11.020131,3.7,11.1969007462446,13.531160616336,7.073
Lithuania,2018,1.4510961666666666,53751.411409,12.547807,2.5,5.94008948228493,6.84003514227605,6.147
Lithuania,2019,2.939666416666667,54808.531641,1.966683,2.2,6.09650116866507,10.0413862143742,6.255
Lithuania,2020,2.2702986666666667,56964.942999,3.934444,1.1,-4.33683181558622,0.0680541736618068,8.487
Lithuania,2021,2.790517916666667,66798.933786,17.263232,4.6,19.1743341936537,16.5849057692038,7.112
Lithuania,2022,26.171569083333335,70878.074438,6.106595,18.9,12.7018143973721,12.3878747843508,5.955
Luxembourg,2012,2.565887,59779.802783,-2.97935,2.9,1.76035951765104,1.6189231562564,5.03
Luxembourg,2013,3.6494289166666665,65184.744717,9.041418,1.7,6.22942450501476,6.31616890295092,6.045
Luxembourg,2014,0.5686411666666666,68713.294386,5.413152,0.7,8.23616635309263,6.51614129619563,6.044
Luxembourg,2015,0.7719944166666667,60047.430684,-12.611627,0.1,5.70765023577965,5.13941193664402,6.796
Luxembourg,2016,1.5288869166666668,62174.650367,3.542565,0.0,3.75199298336153,5.30880657555389,6.669
Luxembourg,2017,2.8174421666666665,65712.180343,5.689666,2.1,0.753525836578021,-0.226858160991469,5.523
Luxembourg,2018,2.210516166666667,71000.35976,8.047487,2.0,3.45757650972966,3.52805836112509,5.589
Luxembourg,2019,1.4057308333333334,69890.505324,-1.563168,1.6,7.44641865988238,6.03821535500512,5.592
Luxembourg,2020,2.727798,73699.3667,5.449755,0.0,1.44929106581479,1.9021400020742,6.766
Luxembourg,2021,0.8992403333333333,85584.105994,16.125972,3.5,13.3940379009418,11.341861233142,5.571
Luxembourg,2022,7.001575916666667,81530.900728,-4.735933,8.2,2.40551172581812,1.47130245607248,4.588
Malta,2012,4.696652666666666,9462.367398,-1.701128,3.2,8.12356171732715,7.52639124201747,6.197
Malta,2013,4.813116833333333,10547.969395,11.472837,1.0,-2.54488476855781,2.36349312162901,6.106
Malta,2014,0.5273334166666667,11610.37964,10.072177,0.8,2.12497990245994,6.09200165768753,5.725
Malta,2015,2.9677824166666666,11087.007866,-4.507793,1.2,32.0406181942221,24.0401785714286,5.389
Malta,2016,2.1543325833333333,11660.055759,5.168643,0.9,6.71177616151981,8.06820226741047,4.687
Malta,2017,3.4822555000000004,13484.552331,15.647408,1.3,9.16209648134527,15.9924067706295,4.002
Malta,2018,2.912773416666667,15404.370626,14.237167,1.7,16.390450276785,13.1902523059254,3.658
Malta,2019,3.6220387499999998,15992.365057,3.817062,1.5,10.5565937488549,7.19254745039348,3.616
Malta,2020,1.9025306666666666,15252.6584,-4.625374,0.8,7.79384339280725,6.01497682539207,4.347
Malta,2021,2.3495084166666667,18087.174466,18.583751,0.7,-2.8201435520164,-0.406703704840353,3.394
Malta,2022,10.453786166666667,18100.97678,0.076309,6.1,18.3733118914449,13.7225945125806,2.921
Montenegro,2012,4.176705083333333,4087.759419,-9.931135,-0.1,0.640149480037394,-0.340236786717881,19.808
Montenegro,2013,3.9627048333333335,4464.502433,9.216369,-0.1,-3.11745718445999,-1.33935525239282,19.585
Montenegro,2014,-1.3896519999999999,4587.741791,2.760427,-0.1,1.56655404507194,-0.715364706477445,18.054
Montenegro,2015,2.9163359166666667,4053.097851,-11.65375,-0.1,4.39389141049536,5.74300149368369,17.555
Montenegro,2016,-0.8199754166666667,4373.958354,7.916426,-0.1,15.3182737607664,5.94209743673227,17.732
Montenegro,2017,1.7427485,4856.602179,11.034486,2.7,8.42735648385606,1.79355604233864,16.082
Montenegro,2018,0.43115575,5506.944403,13.390889,2.6,9.23757742054845,6.89476605653634,15.19
Montenegro,2019,3.120817,5542.201487,0.640229,0.5,2.71939167987456,5.80051737185232,15.128
Montenegro,2020,1.6064438333333333,4780.72235,-13.739651,-0.5,-20.0778957903752,-47.6437587573837,17.878
Montenegro,2021,3.5346108333333333,5860.615434,22.588491,2.5,13.6915280129719,81.8606363313148,16.543
Montenegro,2022,22.530832916666668,6229.804634,6.299495,11.9,21.3398337134778,22.6855125896171,14.851
Macedonia,2012,2.3209139166666666,9745.267306,-7.140438,1.8,8.23907750264161,1.95193522026595,31.096
Macedonia,2013,3.441807666666667,10817.71203,11.004774,2.7,2.16804468514967,6.09405835382699,29.017
Macedonia,2014,-0.9531045833333334,11362.256666,5.033824,0.0,14.1467812157267,16.4794157542596,28.215
Macedonia,2015,0.06934708333333332,10064.513038,-11.421531,0.1,9.94522592033191,8.47558398930785,26.395
Macedonia,2016,-1.2995871666666667,10672.464612,6.040546,0.2,11.1261176268078,9.08123190933263,24.312
Macedonia,2017,0.25751274999999996,11307.06119,5.94611,2.1,5.23827680502352,8.34679478927458,22.857
Macedonia,2018,0.8256110833333333,12683.068033,12.169447,2.3,10.7331999196121,12.8051327847427,21.208
Macedonia,2019,1.6193085833333332,12606.336156,-0.604995,0.7,10.0826674437509,8.87670264778933,17.414
Macedonia,2020,2.4217459166666666,12361.040197,-1.945815,1.2,-10.8612562405666,-10.9319169784707,16.575
Macedonia,2021,3.124120583333333,14000.274732,13.261299,3.4,14.796444685263,14.278456708804,15.801
Macedonia,2022,20.71967675,13711.462103,-2.062907,14.0,13.6002414472311,10.6003329562282,14.476
Norway,2012,1.2145751666666667,512777.309841,2.277155,0.4,2.93470566329385,2.05611302536974,3.129
Norway,2013,1.0582944166666666,526014.468085,2.581463,2.0,5.04321297933193,-1.65125021493293,3.425
Norway,2014,3.1008488333333335,501736.471833,-4.615462,1.9,2.17953018615837,3.83392755311756,3.486
Norway,2015,2.8863184166666667,388159.512246,-22.636776,2.0,1.88282120794774,3.92621459776939,4.296
Norway,2016,2.5709091666666666,370949.292658,-4.433801,3.9,1.93256527346435,0.387751620448242,4.68
Norway,2017,0.02947608333333331,401745.275035,8.301938,1.9,1.84083128790635,1.59550425093187,4.164
Norway,2018,2.5375074166666667,439788.625884,9.46952,3.0,1.39032445093763,-1.53739843448682,3.801
Norway,2019,1.0652326666666667,408742.840909,-7.059252,2.3,5.33611682029753,2.11568385913834,3.684
Norway,2020,3.2659213333333335,367633.418887,-10.057528,1.2,-9.85472404085171,-2.32867094738384,4.424
Norway,2021,-2.0160251666666666,490293.364377,33.364743,3.9,1.82329555161196,6.09120517316377,4.359
Norway,2022,6.541326583333333,579422.44951,18.178725,6.2,13.2593200298887,5.24944874846942,3.231
Poland,2012,4.167252,495230.574357,-5.557796,3.7,-0.908426835635836,3.92000537548776,10.031
Poland,2013,1.8421668333333334,515762.008469,4.145833,0.8,1.76081307545255,5.06049835860387,10.293
Poland,2014,-0.9578540833333333,539080.532037,4.521178,0.1,9.20230503500005,5.49759785345422,8.971
Poland,2015,-1.6482319166666668,477111.287969,-11.49536,-0.7,5.60191594770745,6.6086974119078,7.475
Poland,2016,0.9298795833333333,470024.559638,-1.485341,-0.2,7.7346596388975,8.95924632654497,6.141
Poland,2017,4.314900333333333,524641.206562,11.619955,1.6,9.83566558175093,9.09199036434809,4.867
Poland,2018,2.5945446666666667,588779.850763,12.225239,1.2,7.54779393336335,6.75736767424607,3.835
Poland,2019,4.808869416666666,596058.473059,1.236221,2.1,3.22144361426456,5.33745531975404,3.267
Poland,2020,4.620430166666666,599442.783603,0.567781,3.7,-2.46062076663621,-1.07566234288548,3.155
Poland,2021,3.0767636666666665,681346.136418,13.663247,5.2,16.3104697885027,12.303167738778,3.268
Poland,2022,15.37839975,688125.010515,0.994923,13.2,6.79996839006334,7.40565016437485,2.811
Portugal,2012,3.20096925,216236.608774,-11.667052,2.8,-6.29752704033599,3.08840494019637,15.531
Portugal,2013,1.9431203333333336,226369.502104,4.686021,0.4,4.70732336760085,7.25966935075878,16.188
Portugal,2014,-1.3340690833333333,229596.170847,1.425399,-0.2,8.00804758034728,4.30353808531238,13.897
