Area,Year,Food Inflation Rate,Raw GDP,GDP Growth Rate,Item,Item Price Per Tonne,Overall Inflation Rate,Import Rate,Export Rate,Unemployment Rate,Official Exchange Rate,label
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-1.0,-0.3046432938098894,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.9864864864864865,-0.23628763968267513,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.918918918918919,-0.3351246836702778,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.9054054054054054,0.3734538940544228,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.8243243243243243,-0.3992152179476244,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.7972972972972973,-0.330916432085075,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.7837837837837838,-0.34143706104808214,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.7702702702702703,-0.1521794762432825,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.7567567567567568,0.02655747959851001,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
-0.9411764705882353,-0.8333333333333334,0.0597736707127941,-0.4220078673395763,-0.7263183385762161,-0.7432432432432432,-0.052318803491711516,0.5555555555555556,-1.628717318905264,-0.7160185617887067,0.8934045598966516,19.02278758104491,0
